Sample	Replicate	Species	Treatment	TimePoint	Time	PLUG_ID	Read1	Read2
Mcapitata_ATAC_TP5	Mcapitata_ATAC_TP5_1776	Mcapitata	ATAC	5	1.25	1776	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP5_1776_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP5_1776_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP6	Mcapitata_ATAC_TP6_1114	Mcapitata	ATAC	6	7	1114	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP6_1114_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP6_1114_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP6	Mcapitata_ATAC_TP6_1611	Mcapitata	ATAC	6	7	1611	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP6_1611_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP6_1611_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP6	Mcapitata_ATAC_TP6_2402	Mcapitata	ATAC	6	7	2402	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP6_2402_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP6_2402_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP7	Mcapitata_ATAC_TP7_1058	Mcapitata	ATAC	7	14	1058	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP7_1058_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP7_1058_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP7	Mcapitata_ATAC_TP7_1455	Mcapitata	ATAC	7	14	1455	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP7_1455_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP7_1455_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP7	Mcapitata_ATAC_TP7_1499	Mcapitata	ATAC	7	14	1499	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP7_1499_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP7_1499_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP8	Mcapitata_ATAC_TP8_1083	Mcapitata	ATAC	8	28	1083	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP8_1083_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP8_1083_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP8	Mcapitata_ATAC_TP8_1436	Mcapitata	ATAC	8	28	1436	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP8_1436_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP8_1436_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP8	Mcapitata_ATAC_TP8_1779	Mcapitata	ATAC	8	28	1779	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP8_1779_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP8_1779_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP9	Mcapitata_ATAC_TP9_1121	Mcapitata	ATAC	9	42	1121	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP9_1121_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP9_1121_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP9	Mcapitata_ATAC_TP9_1420	Mcapitata	ATAC	9	42	1420	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP9_1420_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP9_1420_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP9	Mcapitata_ATAC_TP9_1580	Mcapitata	ATAC	9	42	1580	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP9_1580_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP9_1580_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP10	Mcapitata_ATAC_TP10_1095	Mcapitata	ATAC	10	56	1095	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP10_1095_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP10_1095_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP10	Mcapitata_ATAC_TP10_1561	Mcapitata	ATAC	10	56	1561	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP10_1561_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP10_1561_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP10	Mcapitata_ATAC_TP10_1631	Mcapitata	ATAC	10	56	1631	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP10_1631_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP10_1631_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP11	Mcapitata_ATAC_TP11_1076	Mcapitata	ATAC	11	84	1076	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP11_1076_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP11_1076_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP11	Mcapitata_ATAC_TP11_1644	Mcapitata	ATAC	11	84	1644	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP11_1644_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP11_1644_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP11	Mcapitata_ATAC_TP11_2302	Mcapitata	ATAC	11	84	2302	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP11_2302_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP11_2302_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP12	Mcapitata_ATAC_TP12_1120	Mcapitata	ATAC	12	112	1120	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP12_1120_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP12_1120_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP12	Mcapitata_ATAC_TP12_1452	Mcapitata	ATAC	12	112	1452	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP12_1452_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP12_1452_R2_TrimmingRound2.fastq.gz
Mcapitata_ATAC_TP12	Mcapitata_ATAC_TP12_2403	Mcapitata	ATAC	12	112	2403	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP12_2403_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATAC_TP12_2403_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP1	Mcapitata_ATHC_TP1_1218	Mcapitata	ATHC	1	0	1218	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP1_1218_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP1_1218_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP1	Mcapitata_ATHC_TP1_1826	Mcapitata	ATHC	1	0	1826	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP1_1826_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP1_1826_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP1	Mcapitata_ATHC_TP1_2068	Mcapitata	ATHC	1	0	2068	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP1_2068_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP1_2068_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP3	Mcapitata_ATHC_TP3_1544	Mcapitata	ATHC	3	0.25	1544	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP3_1544_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP3_1544_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP3	Mcapitata_ATHC_TP3_2731	Mcapitata	ATHC	3	0.25	2731	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP3_2731_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP3_2731_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP3	Mcapitata_ATHC_TP3_2866	Mcapitata	ATHC	3	0.25	2866	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP3_2866_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP3_2866_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP4	Mcapitata_ATHC_TP4_1221	Mcapitata	ATHC	4	0.5	1221	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP4_1221_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP4_1221_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP4	Mcapitata_ATHC_TP4_2561	Mcapitata	ATHC	4	0.5	2561	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP4_2561_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP4_2561_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP4	Mcapitata_ATHC_TP4_2734	Mcapitata	ATHC	4	0.5	2734	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP4_2734_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP4_2734_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP5	Mcapitata_ATHC_TP5_1229	Mcapitata	ATHC	5	1.25	1229	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP5_1229_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP5_1229_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP5	Mcapitata_ATHC_TP5_1706	Mcapitata	ATHC	5	1.25	1706	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP5_1706_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP5_1706_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP5	Mcapitata_ATHC_TP5_2986	Mcapitata	ATHC	5	1.25	2986	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP5_2986_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP5_2986_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP6	Mcapitata_ATHC_TP6_1212	Mcapitata	ATHC	6	7	1212	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP6_1212_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP6_1212_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP6	Mcapitata_ATHC_TP6_2016	Mcapitata	ATHC	6	7	2016	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP6_2016_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP6_2016_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP6	Mcapitata_ATHC_TP6_2555	Mcapitata	ATHC	6	7	2555	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP6_2555_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP6_2555_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP7	Mcapitata_ATHC_TP7_1223	Mcapitata	ATHC	7	14	1223	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP7_1223_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP7_1223_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP7	Mcapitata_ATHC_TP7_2860	Mcapitata	ATHC	7	14	2860	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP7_2860_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP7_2860_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP7	Mcapitata_ATHC_TP7_2875	Mcapitata	ATHC	7	14	2875	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP7_2875_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP7_2875_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP8	Mcapitata_ATHC_TP8_1260	Mcapitata	ATHC	8	28	1260	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP8_1260_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP8_1260_R2_TrimmingRound2.fastq.gz
Mcapitata_ATHC_TP8	Mcapitata_ATHC_TP8_2735	Mcapitata	ATHC	8	28	2735	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP8_2735_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Mcapitata_ATHC_TP8_2735_R2_TrimmingRound2.fastq.gz
