Sample	Replicate	Species	Treatment	TimePoint	Time	PLUG_ID	Read1	Read2
Pacuta_ATAC_TP5	Pacuta_ATAC_TP5_1563	Pacuta	ATAC	5	1.25	1563	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP5_1563_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP5_1563_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP5	Pacuta_ATAC_TP5_1757	Pacuta	ATAC	5	1.25	1757	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP5_1757_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP5_1757_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP6	Pacuta_ATAC_TP6_1050	Pacuta	ATAC	6	7	1050	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP6_1050_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP6_1050_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP6	Pacuta_ATAC_TP6_1468	Pacuta	ATAC	6	7	1468	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP6_1468_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP6_1468_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP6	Pacuta_ATAC_TP6_1542	Pacuta	ATAC	6	7	1542	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP6_1542_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP6_1542_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP7	Pacuta_ATAC_TP7_1047	Pacuta	ATAC	7	14	1047	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP7_1047_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP7_1047_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP7	Pacuta_ATAC_TP7_1445	Pacuta	ATAC	7	14	1445	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP7_1445_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP7_1445_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP7	Pacuta_ATAC_TP7_2413	Pacuta	ATAC	7	14	2413	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP7_2413_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP7_2413_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP8	Pacuta_ATAC_TP8_1051	Pacuta	ATAC	8	28	1051	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP8_1051_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP8_1051_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP8	Pacuta_ATAC_TP8_1755	Pacuta	ATAC	8	28	1755	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP8_1755_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP8_1755_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP8	Pacuta_ATAC_TP8_2012	Pacuta	ATAC	8	28	2012	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP8_2012_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP8_2012_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP9	Pacuta_ATAC_TP9_1141	Pacuta	ATAC	9	42	1141	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP9_1141_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP9_1141_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP9	Pacuta_ATAC_TP9_1594	Pacuta	ATAC	9	42	1594	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP9_1594_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP9_1594_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP9	Pacuta_ATAC_TP9_2357	Pacuta	ATAC	9	42	2357	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP9_2357_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP9_2357_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP10	Pacuta_ATAC_TP10_1159	Pacuta	ATAC	10	56	1159	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP10_1159_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP10_1159_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP10	Pacuta_ATAC_TP10_1559	Pacuta	ATAC	10	56	1559	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP10_1559_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP10_1559_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP10	Pacuta_ATAC_TP10_1641	Pacuta	ATAC	10	56	1641	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP10_1641_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP10_1641_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP11	Pacuta_ATAC_TP11_1103	Pacuta	ATAC	11	84	1103	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP11_1103_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP11_1103_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP11	Pacuta_ATAC_TP11_1777	Pacuta	ATAC	11	84	1777	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP11_1777_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP11_1777_R2_TrimmingRound2.fastq.gz
Pacuta_ATAC_TP11	Pacuta_ATAC_TP11_2306	Pacuta	ATAC	11	84	2306	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP11_2306_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATAC_TP11_2306_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP1	Pacuta_ATHC_TP1_1207	Pacuta	ATHC	1	0	1207	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP1_1207_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP1_1207_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP1	Pacuta_ATHC_TP1_2743	Pacuta	ATHC	1	0	2743	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP1_2743_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP1_2743_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP1	Pacuta_ATHC_TP1_2977	Pacuta	ATHC	1	0	2977	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP1_2977_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP1_2977_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP3	Pacuta_ATHC_TP3_1219	Pacuta	ATHC	3	0.25	1219	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP3_1219_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP3_1219_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP3	Pacuta_ATHC_TP3_2534	Pacuta	ATHC	3	0.25	2534	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP3_2534_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP3_2534_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP3	Pacuta_ATHC_TP3_2750	Pacuta	ATHC	3	0.25	2750	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP3_2750_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP3_2750_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP4	Pacuta_ATHC_TP4_1220	Pacuta	ATHC	4	0.5	1220	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP4_1220_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP4_1220_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP4	Pacuta_ATHC_TP4_2733	Pacuta	ATHC	4	0.5	2733	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP4_2733_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP4_2733_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP4	Pacuta_ATHC_TP4_2993	Pacuta	ATHC	4	0.5	2993	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP4_2993_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP4_2993_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP5	Pacuta_ATHC_TP5_1296	Pacuta	ATHC	5	1.25	1296	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP5_1296_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP5_1296_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP5	Pacuta_ATHC_TP5_2212	Pacuta	ATHC	5	1.25	2212	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP5_2212_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP5_2212_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP5	Pacuta_ATHC_TP5_2877	Pacuta	ATHC	5	1.25	2877	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP5_2877_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP5_2877_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP6	Pacuta_ATHC_TP6_1254	Pacuta	ATHC	6	7	1254	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP6_1254_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP6_1254_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP6	Pacuta_ATHC_TP6_2870	Pacuta	ATHC	6	7	2870	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP6_2870_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP6_2870_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP6	Pacuta_ATHC_TP6_2999	Pacuta	ATHC	6	7	2999	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP6_2999_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP6_2999_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP7	Pacuta_ATHC_TP7_1281	Pacuta	ATHC	7	14	1281	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP7_1281_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP7_1281_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP7	Pacuta_ATHC_TP7_2409	Pacuta	ATHC	7	14	2409	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP7_2409_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP7_2409_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP7	Pacuta_ATHC_TP7_2878	Pacuta	ATHC	7	14	2878	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP7_2878_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP7_2878_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP8	Pacuta_ATHC_TP8_1459	Pacuta	ATHC	8	28	1459	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP8_1459_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP8_1459_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP8	Pacuta_ATHC_TP8_2564	Pacuta	ATHC	8	28	2564	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP8_2564_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP8_2564_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP8	Pacuta_ATHC_TP8_2861	Pacuta	ATHC	8	28	2861	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP8_2861_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP8_2861_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP9	Pacuta_ATHC_TP9_1451	Pacuta	ATHC	9	42	1451	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP9_1451_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP9_1451_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP9	Pacuta_ATHC_TP9_2873	Pacuta	ATHC	9	42	2873	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP9_2873_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP9_2873_R2_TrimmingRound2.fastq.gz
Pacuta_ATHC_TP9	Pacuta_ATHC_TP9_2979	Pacuta	ATHC	9	42	2979	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP9_2979_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_ATHC_TP9_2979_R2_TrimmingRound2.fastq.gz
